F1,F2,F3,F4,F5,F6,F7,F8,NIR_1,NIR_2,Class
78,184,175,754,1000,1000,665,358,202,201,0
105,250,226,1000,1000,1000,877,478,244,247,0
106,252,227,1000,1000,1000,866,475,239,242,0
72,171,162,706,1000,1000,624,334,192,194,0
15,31,37,134,260,210,123,65,88,88,0
63,146,142,604,1000,944,533,285,172,177,0
99,237,214,953,1000,1000,822,446,237,237,0
96,229,207,926,1000,1000,831,447,231,237,0
66,156,149,647,1000,1000,583,311,181,184,0
15,31,36,131,256,207,121,64,86,88,0
61,141,137,585,1000,908,511,274,168,169,0
94,225,204,912,1000,1000,798,434,227,231,0
94,222,202,902,1000,1000,805,439,219,228,0
56,130,124,543,1000,949,533,286,162,175,0
13,27,31,112,215,175,103,55,86,88,0
55,128,123,533,1000,832,468,250,164,165,0
78,186,170,761,1000,1000,652,354,204,205,0
77,182,166,748,1000,1000,652,354,202,203,0
54,126,120,527,1000,817,460,245,162,163,0
12,26,30,108,206,168,98,53,86,86,0
49,114,111,476,925,733,414,222,154,154,0
75,177,162,726,1000,1000,624,338,198,200,0
74,174,159,716,1000,1000,626,338,198,199,0
49,113,110,479,927,735,414,221,155,156,0
12,26,29,106,207,169,99,54,88,86,0
63,146,138,608,1000,940,528,286,178,178,0
77,182,166,748,1000,1000,653,357,205,207,0
75,176,162,731,1000,1000,629,342,201,199,0
44,101,100,431,829,655,370,198,145,143,0
13,26,30,108,208,169,99,54,86,86,0
70,164,151,677,1000,1000,585,319,189,192,0
77,181,166,747,1000,1000,638,350,203,202,0
73,172,158,716,1000,1000,627,343,198,199,0
31,68,71,295,573,456,259,138,126,124,0
14,25,29,105,203,166,97,53,92,92,0
71,166,153,689,1000,1000,603,333,197,198,0
71,166,152,688,1000,1000,598,330,197,200,0
63,146,135,611,1000,993,553,305,183,190,0
13,26,29,110,239,194,114,62,100,102,0
70,153,169,654,1000,983,564,292,188,177,0
160,380,347,1000,1000,1000,1000,671,361,334,0
152,360,331,1000,1000,1000,1000,703,352,358,0
112,261,251,1000,1000,1000,976,510,285,286,0
22,46,54,192,383,315,184,96,124,124,0
101,235,229,944,1000,1000,876,459,269,271,0
148,347,319,1000,1000,1000,1000,660,347,349,0
148,349,320,1000,1000,1000,1000,667,347,350,0
80,185,187,746,1000,1000,669,348,230,230,0
24,49,58,202,400,328,192,100,130,130,0
153,367,334,1000,1000,1000,1000,680,350,350,0
127,298,274,1000,1000,1000,1000,573,312,315,0
122,287,265,1000,1000,1000,1000,559,306,309,0
20,39,46,165,323,266,156,83,126,127,0
78,180,177,734,1000,1000,673,355,231,231,0
124,293,269,1000,1000,1000,1000,562,309,309,0
124,291,267,1000,1000,1000,1000,555,306,306,0
20,39,46,164,321,265,155,82,128,128,0
41,91,99,384,756,613,352,185,166,167,0
125,294,270,1000,1000,1000,1000,564,306,309,0
124,293,268,1000,1000,1000,1000,561,304,309,0
35,73,81,310,610,496,286,149,152,151,0
27,57,65,240,469,382,221,116,136,137,0
124,292,267,1000,1000,1000,1000,555,303,303,0
119,281,258,1000,1000,1000,1000,541,297,300,0
34,72,79,302,588,479,276,145,152,153,0
33,71,78,298,590,478,276,145,153,152,0
120,285,260,1000,1000,1000,1000,552,300,300,0
121,288,261,1000,1000,1000,1000,545,302,302,0
26,55,62,230,449,366,213,112,143,141,0
47,106,111,437,863,696,399,210,177,180,0
121,284,258,1000,1000,1000,1000,539,297,300,0
115,272,247,1000,1000,1000,981,525,291,294,0
25,52,59,217,425,348,202,107,143,144,0
38,83,89,346,674,546,314,166,165,165,0
111,261,238,1000,1000,1000,925,497,279,282,0
102,240,221,958,1000,1000,864,464,285,281,0
38,81,87,340,641,525,302,159,171,173,0
19,38,44,158,290,239,141,75,134,134,0
100,231,216,937,1000,1000,955,513,287,304,0
103,240,222,965,1000,1000,857,461,291,291,0
54,122,124,509,1000,814,463,245,204,204,0
17,33,40,139,273,225,133,72,134,134,0
101,234,218,944,1000,1000,844,455,288,291,0
102,238,220,956,1000,1000,855,460,291,291,0
66,148,148,614,1000,974,555,295,228,228,0
17,33,40,137,262,217,128,70,134,135,0
96,223,207,898,1000,1000,810,437,282,282,0
98,228,212,922,1000,1000,832,451,288,291,0
97,227,212,913,1000,1000,808,434,282,282,0
18,35,41,144,282,233,138,75,140,138,0
97,226,212,906,1000,1000,795,429,285,282,0
95,223,205,892,1000,1000,819,442,279,288,0
73,169,158,690,1000,1000,695,375,252,267,0
31,64,77,267,280,232,139,76,146,148,0
116,268,250,1000,1000,1000,999,536,318,323,0
123,286,264,1000,1000,1000,1000,553,330,329,0
112,261,243,1000,1000,1000,951,510,309,315,0
20,39,46,161,317,259,153,83,142,144,0
115,267,249,1000,1000,1000,954,516,315,317,0
122,282,261,1000,1000,1000,1000,548,329,329,0
97,226,215,913,1000,1000,820,442,285,288,0
20,39,46,161,315,258,152,82,143,145,0
115,268,249,1000,1000,1000,973,526,317,318,0
119,277,255,1000,1000,1000,986,534,321,323,0
83,191,185,777,1000,1000,700,377,258,258,0
19,38,44,155,306,251,148,80,143,142,0
110,255,237,1000,1000,1000,939,509,309,311,0
116,268,248,1000,1000,1000,918,500,315,307,0
90,206,200,834,1000,1000,795,426,265,273,0
21,42,49,172,332,272,160,86,144,144,0
126,299,275,1000,1000,1000,1000,562,327,326,0
112,262,241,1000,1000,1000,959,520,299,304,0
100,234,220,946,1000,1000,833,452,282,279,0
18,35,41,148,313,256,151,81,137,137,0
80,182,173,748,1000,1000,662,364,255,255,0
87,200,185,815,1000,1000,728,400,269,271,0
82,190,177,773,1000,1000,696,380,264,266,0
16,31,36,123,229,190,115,64,140,140,0
71,162,158,668,1000,910,519,283,244,232,0
99,230,213,925,1000,1000,845,463,291,294,0
92,212,197,856,1000,1000,793,432,280,285,0
16,30,35,121,245,205,124,69,138,148,0
42,90,95,379,739,601,344,186,190,191,0
88,203,189,821,1000,1000,737,406,270,273,0
88,203,188,823,1000,1000,740,407,271,273,0
26,54,60,225,434,357,208,112,163,161,0
16,30,35,118,227,190,114,64,143,143,0
86,197,183,796,1000,1000,712,394,265,269,0
85,196,182,796,1000,1000,713,395,262,264,0
31,65,68,270,724,589,338,183,172,188,0
16,30,36,120,127,112,71,44,142,141,0
103,241,222,975,1000,1000,755,421,285,262,0
106,247,227,998,1000,1000,882,488,290,291,0
61,139,138,576,1000,899,511,279,208,209,0
18,34,40,143,278,227,134,73,129,129,0
111,257,237,1000,1000,1000,908,503,297,294,0
108,252,232,1000,1000,1000,904,502,291,291,0
79,184,176,751,1000,1000,669,371,244,246,0
17,34,40,140,273,224,132,72,130,130,0
100,233,216,939,1000,1000,847,470,282,283,0
105,244,226,985,1000,1000,825,460,294,282,0
136,308,288,1000,1000,1000,1000,606,345,336,0
20,38,46,167,324,263,153,85,134,133,0
110,251,243,1000,1000,1000,860,482,297,287,0
135,305,285,1000,1000,1000,1000,635,347,348,0
137,308,288,1000,1000,1000,1000,625,350,343,0
30,60,68,262,516,414,239,131,149,149,0
38,79,89,344,668,536,309,170,158,164,0
142,321,300,1000,1000,1000,1000,602,350,334,0
139,313,293,1000,1000,1000,1000,706,342,358,0
77,171,174,730,1000,1000,653,364,237,231,0
21,40,48,175,347,281,164,90,126,126,0
135,302,284,1000,1000,1000,1000,630,342,342,0
136,307,287,1000,1000,1000,1000,655,339,348,0
128,288,272,1000,1000,1000,1000,609,326,326,0
21,41,48,178,339,274,159,89,124,123,0
95,210,207,882,1000,1000,805,458,264,267,0
146,330,308,1000,1000,1000,1000,654,356,345,0
157,367,334,1000,1000,1000,1000,749,368,374,0
36,78,83,319,803,648,373,209,151,166,0
17,35,40,146,271,220,128,73,116,114,0
109,255,231,1000,1000,1000,903,533,276,279,0
110,261,232,1000,1000,1000,950,564,269,277,0
71,169,160,677,1000,1000,634,376,201,213,0
17,36,41,148,290,234,136,79,112,106,0
114,272,243,1000,1000,1000,909,549,270,270,0
124,300,265,1000,1000,1000,983,589,291,285,0
97,230,205,909,1000,1000,835,508,252,261,0
16,32,36,127,240,195,115,68,122,122,0
43,98,98,406,777,617,350,212,167,168,0
95,223,200,889,1000,1000,763,471,252,249,0
95,225,201,895,1000,1000,762,470,252,249,0
39,87,88,356,685,544,310,187,160,160,0
16,33,37,130,246,199,117,71,120,122,0
101,238,212,935,1000,1000,793,500,258,258,0
102,242,215,953,1000,1000,809,510,261,258,0
82,192,176,765,1000,1000,662,418,225,231,0
17,33,39,138,259,209,122,74,116,116,0
96,228,206,898,1000,1000,786,500,252,249,0
106,250,223,981,1000,1000,848,541,264,265,0
116,273,243,1000,1000,1000,899,572,285,273,0
13,24,27,95,280,228,133,80,108,116,0
20,41,44,173,334,267,154,98,121,121,0
67,154,139,627,1000,960,540,363,189,194,0
67,153,137,624,1000,935,525,355,188,189,0
38,83,81,348,681,535,305,201,146,147,0
12,20,22,76,159,131,79,51,106,106,0
123,289,257,1000,1000,1000,1000,689,274,287,0
126,301,263,1000,1000,1000,977,674,279,279,0
86,200,181,787,1000,1000,707,492,214,227,0
22,46,54,187,305,242,143,94,108,96,0
154,367,329,1000,1000,1000,650,460,312,194,0
125,284,258,1000,1000,1000,1000,999,276,369,0
89,198,182,832,1000,1000,621,435,219,200,0
9,16,19,65,190,157,93,53,60,75,0
30,65,70,272,728,576,331,208,120,120,0
62,145,129,586,1000,1000,1000,929,156,411,0
123,295,265,1000,1000,833,467,294,207,140,0
34,71,70,319,1000,1000,760,434,124,186,0
20,40,46,175,111,94,58,36,90,84,0
73,167,153,695,1000,1000,983,614,185,264,0
71,160,147,684,1000,1000,832,521,184,231,0
91,215,185,851,1000,1000,737,472,219,222,0
22,49,51,205,402,315,179,109,102,102,0
12,24,26,97,197,158,92,56,82,82,0
78,184,160,730,1000,1000,582,381,198,191,0
82,192,167,764,1000,1000,589,385,201,191,0
57,132,121,538,1000,829,460,295,159,165,0
13,24,27,99,201,160,93,57,78,80,0
58,137,122,549,1000,849,470,307,159,162,0
75,179,155,709,1000,1000,589,388,186,187,0
75,177,153,705,1000,1000,589,388,183,186,0
25,56,56,233,444,347,196,123,96,96,0
11,24,26,98,189,151,88,54,72,73,0
72,171,149,681,1000,1000,571,380,179,181,0
75,177,153,704,1000,1000,574,383,182,181,0
73,174,153,686,1000,1000,578,383,186,177,0
12,23,25,93,183,148,87,54,74,74,0
46,108,100,440,898,703,394,258,134,141,0
67,156,137,628,1000,966,538,358,169,175,0
65,152,133,611,1000,949,529,352,164,170,0
22,50,51,210,386,306,175,110,88,87,0
9,16,19,69,131,108,65,41,64,62,0
48,112,100,462,887,689,387,261,133,134,0
47,108,97,451,875,679,381,257,130,132,0
38,85,79,361,685,535,302,200,114,114,0
8,15,17,63,123,102,63,39,60,60,0
64,141,130,603,703,548,311,210,158,116,0
115,258,234,1000,1000,1000,1000,810,249,341,0
83,193,171,774,1000,1000,666,462,194,199,0
13,25,29,108,225,179,105,67,64,66,0
62,135,129,573,1000,885,500,341,165,170,0
66,148,136,618,1000,989,559,385,176,186,0
63,139,129,587,1000,909,515,354,171,174,0
11,19,22,84,161,131,80,50,64,64,0
38,83,82,355,710,558,319,218,122,127,0
93,206,190,840,1000,1000,588,412,239,197,0
88,199,178,808,1000,1000,812,570,211,250,0
11,22,25,94,194,155,92,60,68,68,0
77,176,162,709,1000,1000,620,441,191,194,0
92,209,187,840,1000,1000,726,522,218,223,0
89,200,181,813,1000,1000,681,491,214,215,0
13,27,31,118,232,184,107,71,72,70,0
49,108,99,451,1000,913,514,372,138,171,0
31,107,82,153,272,478,510,267,62,64,1
23,80,65,116,207,365,390,203,48,50,1
12,40,36,61,100,177,191,99,26,24,1
24,85,68,122,212,372,398,208,50,51,1
32,116,90,163,286,497,530,277,68,67,1
26,91,72,131,221,386,412,215,54,52,1
13,43,38,65,105,186,201,104,28,26,1
19,66,58,98,160,281,303,157,42,39,1
30,104,81,147,277,486,523,274,62,65,1
29,103,79,145,283,499,538,282,60,68,1
19,66,55,96,159,283,306,159,42,38,1
13,45,39,67,113,199,217,113,28,28,1
35,122,97,173,245,434,468,246,76,58,1
22,77,60,109,218,390,422,223,48,54,1
13,45,37,65,168,301,329,173,30,44,1
14,45,41,69,97,173,192,100,28,24,1
21,73,61,106,190,339,367,193,44,44,1
29,101,81,144,239,424,458,241,58,54,1
28,96,77,137,242,429,465,244,56,56,1
12,37,34,56,103,184,202,105,24,24,1
13,44,39,66,138,246,270,141,28,32,1
25,87,67,122,214,391,431,229,50,50,1
29,102,79,145,240,422,450,238,60,56,1
14,50,42,73,129,227,243,127,32,32,1
14,50,45,75,124,215,232,122,32,30,1
35,123,98,176,299,516,553,295,74,72,1
39,142,109,199,380,652,700,375,80,88,1
25,89,71,127,250,432,465,247,52,58,1
12,40,37,62,112,196,211,111,26,28,1
26,91,74,131,190,334,358,192,54,44,1
39,136,103,189,288,506,543,293,78,68,1
39,137,109,194,400,686,743,401,82,96,1
15,52,46,78,141,246,267,141,34,36,1
19,66,56,96,158,283,309,165,42,40,1
33,113,88,158,218,396,433,235,70,54,1
21,73,56,102,257,454,492,266,46,64,1
27,91,80,131,120,212,232,124,58,31,1
20,63,64,94,150,269,303,162,40,36,1
36,123,96,175,424,721,783,435,74,103,1
23,81,62,114,304,528,573,320,44,76,1
43,151,131,217,147,259,281,152,104,32,1
9,30,27,44,221,371,405,218,18,58,1
31,106,84,148,126,229,249,136,66,28,1
19,65,50,90,269,486,535,291,42,66,1
31,106,86,146,221,401,448,244,70,60,1
14,48,43,71,133,242,273,146,32,36,1
30,103,82,141,258,468,522,288,66,68,1
40,135,103,182,333,604,671,372,84,84,1
31,104,81,144,310,550,611,338,74,96,1
3,5,6,10,45,87,97,53,4,12,1
112,299,282,885,1000,1000,1000,837,237,264,1
37,90,102,292,524,550,431,226,80,71,1
91,239,239,725,1000,1000,1000,564,193,178,1
157,424,384,1000,1000,1000,1000,1000,327,327,1
142,382,352,1000,1000,1000,1000,952,297,300,1
57,144,156,453,1000,1000,849,444,128,145,1
71,185,193,569,1000,1000,934,488,156,157,1
157,421,393,1000,1000,1000,1000,998,337,324,1
149,402,375,1000,1000,1000,1000,1000,319,330,1
77,201,210,616,1000,1000,974,510,169,162,1
59,150,163,466,983,1000,802,419,128,133,1
127,340,324,996,1000,1000,1000,901,270,285,1
201,537,506,1000,1000,1000,1000,1000,421,342,1
128,334,342,989,1000,1000,1000,852,266,266,1
41,107,115,333,645,683,534,282,90,86,1
98,261,256,769,1000,1000,1000,595,209,184,1
117,317,295,910,1000,1000,1000,836,243,258,1
112,301,286,869,1000,1000,1000,744,237,228,1
37,96,102,305,634,664,519,272,78,82,1
45,120,122,373,754,790,614,322,94,96,1
86,237,217,697,1000,1000,1000,597,165,167,1
99,274,250,801,1000,1000,1000,606,191,171,1
49,133,130,409,1000,1000,856,448,92,125,1
32,85,89,267,527,554,432,226,60,60,1
64,173,165,519,1000,1000,844,441,118,118,1
78,217,197,639,1000,1000,960,500,142,132,1
67,186,173,556,1000,1000,896,467,126,126,1
31,82,86,259,518,545,426,223,60,60,1
45,120,123,374,740,776,601,315,86,84,1
91,250,229,735,1000,1000,1000,582,169,159,1
76,210,191,620,1000,1000,1000,680,140,180,1
40,109,106,334,677,711,553,289,72,74,1
28,73,77,233,495,521,406,212,52,54,1
60,162,154,486,920,964,746,389,118,108,1
80,220,200,647,1000,1000,1000,538,155,152,1
80,220,204,652,1000,1000,1000,526,157,151,1
50,133,135,412,783,821,638,334,105,96,1
44,115,122,360,691,723,563,294,94,90,1
114,308,290,902,1000,1000,1000,829,232,250,1
114,309,285,904,1000,1000,1000,816,240,250,1
89,238,229,713,1000,1000,1000,538,187,170,1
50,125,144,396,593,619,484,254,108,78,1
70,185,190,566,1000,1000,921,484,133,133,1
98,268,251,790,1000,1000,1000,931,184,255,1
104,286,261,838,1000,1000,1000,718,193,198,1
68,184,181,558,1000,1000,903,473,130,131,1
39,101,107,320,702,736,573,301,72,78,1
47,128,122,390,868,907,702,365,90,96,1
66,180,164,539,1000,1000,861,446,126,126,1
75,205,191,613,1000,1000,808,420,144,118,1
30,77,81,245,546,573,446,234,62,66,1
48,128,131,396,740,779,607,318,104,96,1
96,263,244,772,1000,1000,1000,655,201,201,1
97,265,245,777,1000,1000,1000,711,203,222,1
63,165,165,504,1000,1000,870,455,134,143,1
42,109,118,343,645,676,529,277,94,86,1
124,333,319,969,1000,1000,1000,685,273,219,1
186,495,469,1000,1000,1000,1000,679,406,225,1
199,509,517,1000,1000,1000,1000,1000,438,345,1
26,65,73,213,579,608,475,250,52,74,1
54,145,143,446,897,939,726,380,104,104,1
92,250,229,740,1000,1000,1000,607,171,166,1
87,237,222,705,1000,1000,1000,607,164,167,1
36,93,99,297,610,642,499,262,70,74,1
51,135,138,420,792,829,642,337,98,90,1
97,267,245,785,1000,1000,1000,680,182,188,1
93,255,233,753,1000,1000,1000,648,171,178,1
54,143,147,445,829,867,671,352,106,96,1
40,102,108,322,654,685,533,279,76,78,1
97,264,248,781,1000,1000,1000,622,185,174,1
122,336,310,978,1000,1000,1000,819,236,231,1
64,169,167,519,1000,1000,873,457,128,132,1
28,70,79,230,448,472,369,194,58,56,1
93,250,236,745,1000,1000,1000,647,184,190,1
133,363,335,1000,1000,1000,1000,761,258,222,1
141,370,364,1000,1000,1000,1000,848,291,252,1
36,89,100,286,627,657,513,269,74,82,1
119,315,308,933,1000,1000,1000,763,242,228,1
159,430,392,1000,1000,1000,1000,1000,323,318,1
112,298,289,888,1000,1000,1000,828,222,244,1
28,70,78,227,469,493,385,203,56,56,1
79,213,205,644,1000,1000,1000,572,153,161,1
141,385,349,1000,1000,1000,1000,827,268,234,1
121,326,309,964,1000,1000,1000,819,237,237,1
33,84,94,270,555,583,456,239,68,70,1
87,228,229,694,1000,1000,1000,579,168,169,1
151,411,375,1000,1000,1000,1000,1000,294,336,1
138,376,347,1000,1000,1000,1000,1000,264,303,1
60,152,164,477,917,959,746,393,118,112,1
58,150,162,470,1000,1000,819,429,118,126,1
134,365,338,1000,1000,1000,1000,1000,249,336,1
160,435,396,1000,1000,1000,1000,975,300,270,1
79,214,205,647,1000,1000,1000,593,151,164,1
24,61,69,200,416,439,343,181,47,50,1
53,142,145,440,801,839,650,341,102,92,1
96,260,238,771,1000,1000,1000,761,184,209,1
79,219,197,651,1000,1000,1000,596,152,168,1
59,158,151,484,961,999,781,406,116,114,1
35,90,95,290,539,566,442,231,70,66,1
30,76,81,246,478,504,395,207,62,60,1
73,199,186,601,1000,1000,942,490,144,140,1
104,284,255,837,1000,1000,1000,731,201,208,1
89,241,226,720,1000,1000,1000,591,179,170,1
39,99,105,317,629,659,517,270,78,78,1
40,101,107,322,682,714,559,292,81,86,1
82,222,208,666,1000,1000,1000,586,167,172,1
112,306,276,896,1000,1000,1000,717,225,213,1
119,320,296,944,1000,1000,1000,770,247,234,1
66,173,172,532,1000,1000,872,455,136,135,1
28,71,80,232,457,481,378,198,62,60,1
60,155,160,484,915,957,747,390,128,118,1
117,315,292,928,1000,1000,1000,795,245,246,1
121,330,299,962,1000,1000,1000,863,249,261,1
100,269,254,802,1000,1000,1000,749,212,237,1
54,141,144,439,883,924,718,376,113,114,1
32,79,88,256,427,449,353,185,66,54,1
67,172,178,534,980,1000,801,419,141,126,1
102,277,256,818,1000,1000,1000,900,222,279,1
146,392,360,1000,1000,1000,1000,999,312,327,1
151,401,386,1000,1000,1000,1000,752,320,245,1
86,221,232,678,1000,1000,1000,560,187,179,1
45,111,128,358,1000,1000,827,430,103,138,1
59,157,155,481,922,967,750,393,120,112,1
61,165,151,496,1000,1000,1000,584,122,172,1
83,226,208,672,1000,1000,1000,526,168,154,1
63,170,160,517,1000,1000,918,478,130,142,1
43,111,119,352,617,647,504,264,92,78,1
28,68,78,225,442,464,365,192,60,58,1
68,178,185,552,977,1000,796,417,144,126,1
110,296,281,875,1000,1000,1000,1000,222,321,1
80,221,198,652,1000,1000,1000,684,160,195,1
61,165,154,500,1000,1000,939,488,124,144,1
38,99,101,315,621,652,508,265,78,77,1
19,47,53,156,339,358,282,149,40,44,1
33,85,91,272,510,536,420,220,68,64,1
77,206,199,622,1000,1000,927,486,154,141,1
69,191,175,574,1000,1000,1000,1000,132,323,1
48,131,121,400,886,923,715,370,92,100,1
46,125,120,386,611,634,500,257,92,70,1
22,56,62,183,326,344,272,143,46,40,1
22,55,61,181,363,386,304,159,46,46,1
44,115,118,364,715,750,584,306,88,86,1
81,221,206,662,1000,1000,1000,542,160,154,1
93,252,231,750,1000,1000,1000,609,183,175,1
81,220,205,661,1000,1000,1000,563,160,162,1
53,139,141,433,804,844,655,342,107,98,1
32,79,89,258,452,475,372,196,66,56,1
37,94,100,302,887,928,726,380,70,114,1
52,142,133,435,866,902,700,362,96,96,1
64,175,160,526,1000,1000,808,418,118,112,1
54,146,136,445,916,955,741,384,100,102,1
40,107,105,335,663,695,540,280,75,76,1
18,46,51,151,292,310,245,128,36,34,1
29,75,79,241,455,480,377,197,56,52,1
62,168,155,507,961,1000,778,404,120,108,1
71,198,180,591,942,979,764,395,140,112,1
55,153,142,467,992,1000,793,409,101,110,1
49,128,131,403,1000,1000,849,444,96,126,1
27,68,76,224,433,457,358,188,54,52,1
53,138,141,432,853,893,694,363,104,102,1
69,188,178,562,1000,1000,972,509,135,140,1
84,230,207,676,1000,1000,1000,566,162,162,1
69,190,177,567,1000,1000,841,439,134,124,1
47,122,126,381,721,762,594,312,92,86,1
19,48,54,157,359,383,303,160,40,46,1
30,78,83,246,491,521,409,215,60,62,1
65,175,166,524,1000,1000,837,438,125,121,1
92,250,227,732,1000,1000,1000,606,174,167,1
76,209,193,617,1000,1000,1000,534,146,150,1
49,132,131,406,792,837,652,341,97,94,1
23,58,65,186,358,382,301,159,46,46,1
22,56,63,181,357,381,302,160,46,46,1
65,174,169,524,1000,1000,887,466,127,132,1
89,242,225,713,1000,1000,1000,625,174,178,1
96,266,241,769,1000,1000,1000,668,181,186,1
77,208,197,617,1000,1000,1000,548,148,150,1
40,107,110,333,711,752,585,309,80,86,1
35,84,98,259,402,429,338,179,58,50,1
56,138,154,409,785,854,675,369,92,88,1
155,398,397,1000,1000,1000,1000,1000,252,252,1
221,569,548,1000,1000,1000,1000,1000,364,324,1
238,592,595,1000,1000,1000,1000,1000,389,367,1
102,260,271,740,1000,1000,1000,1000,175,267,1
43,105,123,319,603,655,520,283,78,72,1
71,174,199,516,987,1000,852,463,126,118,1
158,409,403,1000,1000,1000,1000,1000,279,274,1
254,636,635,1000,1000,1000,1000,1000,454,342,1
137,365,341,1000,1000,1000,1000,946,287,297,1
66,175,176,539,1000,1000,831,434,148,135,1
49,123,134,393,660,692,545,286,112,88,1
28,69,79,227,465,490,391,205,66,66,1
57,150,150,464,1000,1000,908,475,131,151,1
85,228,212,677,1000,1000,1000,593,188,187,1
108,289,271,839,1000,1000,1000,794,261,264,1
37,101,94,309,1000,1000,1000,552,75,199,1
41,130,134,349,444,472,377,203,88,66,1
19,57,64,160,331,353,282,152,42,46,1
34,101,110,280,523,554,438,234,70,74,1
80,255,248,665,1000,1000,1000,549,161,165,1
123,385,365,963,1000,1000,1000,664,227,201,1
66,212,194,539,1000,1000,903,477,132,144,1
48,155,149,405,776,816,642,341,100,104,1
28,85,91,233,409,432,344,183,60,54,1
18,54,61,153,295,314,254,136,40,42,1
28,84,90,230,420,444,355,189,60,58,1
66,211,198,540,999,1000,827,438,136,134,1
68,221,202,560,1000,1000,882,467,140,144,1
75,242,222,612,1000,1000,897,476,158,146,1
57,180,174,466,923,970,764,406,122,129,1
28,85,91,234,437,463,368,196,60,61,1
21,61,69,173,301,322,260,139,48,44,1
47,147,148,391,778,818,647,344,102,110,1
74,238,219,602,1000,1000,928,493,158,156,1
79,253,233,639,1000,1000,1000,532,170,170,1
65,208,195,531,1000,1000,871,462,139,147,1
28,84,91,231,436,463,369,197,66,64,1
20,59,67,166,298,319,259,139,48,46,1
49,152,153,399,780,821,656,348,114,118,1
77,247,229,621,1000,1000,970,512,176,176,1
78,250,232,629,1000,1000,999,525,183,183,1
60,187,182,482,889,934,746,396,142,137,1
32,93,102,256,479,505,407,216,80,77,1
21,60,69,168,324,344,281,150,54,54,1
42,130,132,342,766,805,648,342,108,129,1
63,198,185,501,1000,1000,855,451,158,166,1
65,204,192,517,972,1000,817,430,163,162,1
55,169,168,439,795,835,675,356,142,134,1
20,59,65,162,447,470,383,202,52,78,1
16,47,55,133,247,264,220,118,45,46,1
36,106,109,280,538,568,463,246,96,92,1
55,166,160,414,782,819,668,351,160,138,1
77,240,228,604,1000,1000,1000,594,198,285,1
69,210,211,560,941,974,783,405,158,147,1
21,60,71,172,385,401,328,170,58,64,1
36,103,115,281,490,513,416,219,98,86,1
68,206,202,522,1000,1000,1000,542,186,222,1
84,255,245,639,1000,1000,954,500,234,219,1
51,163,154,423,995,1000,835,430,128,190,1
93,277,292,721,144,163,139,76,184,28,1
29,72,83,237,772,811,647,339,72,120,1
71,186,189,569,1000,1000,947,494,172,168,1
86,232,216,687,1000,1000,1000,720,196,245,1
111,304,279,888,1000,1000,1000,733,221,249,1
136,355,365,1000,1000,1000,895,470,282,134,1
54,134,156,413,789,839,660,351,116,108,1
65,167,183,509,1000,1000,1000,537,147,167,1
160,424,412,1000,1000,1000,1000,1000,359,407,1
105,282,264,818,1000,1000,1000,1000,247,361,1
57,134,137,381,1000,1000,1000,1000,72,236,1
19,48,50,147,508,550,450,237,32,68,1
20,53,62,180,358,349,248,139,57,60,1
35,96,101,308,644,622,438,248,96,105,1
43,122,123,386,736,716,501,285,124,122,1
32,89,95,289,550,534,377,213,90,93,1
35,91,102,306,737,721,504,286,92,128,1
73,208,206,629,1000,1000,741,423,149,140,1
52,156,148,470,980,941,645,368,131,142,1
26,73,76,232,452,435,302,170,66,68,1
37,107,107,329,565,543,374,211,90,82,1
54,161,151,482,869,833,571,325,132,129,1
45,133,128,406,792,761,522,296,112,116,1
25,70,76,224,406,392,272,153,64,62,1
49,142,140,448,883,848,583,333,124,130,1
54,153,149,482,862,825,566,325,133,127,1
41,113,115,366,703,675,464,267,100,104,1
26,71,76,237,481,462,318,184,64,70,1
41,115,116,377,705,675,464,270,102,100,1
82,243,230,722,983,942,643,373,194,138,1
33,92,95,299,676,653,445,255,78,90,1
17,49,51,161,393,379,260,150,42,54,1
38,109,106,345,660,634,432,250,86,88,1
46,137,128,420,690,662,448,261,106,90,1
23,68,70,217,421,409,280,160,54,56,1
22,64,66,204,379,366,250,144,50,50,1
50,143,140,452,836,804,543,317,112,110,1
51,152,143,461,1000,1000,783,458,118,160,1
29,86,86,268,618,598,408,233,66,80,1
22,64,66,206,391,378,258,148,52,51,1
33,96,93,301,618,595,404,235,74,80,1
43,126,121,394,506,486,330,192,90,64,1
40,120,121,372,756,735,501,289,82,94,1
28,81,85,256,397,387,262,151,64,50,1
52,152,147,463,864,837,568,328,115,112,1
48,144,138,437,825,799,540,311,106,106,1
35,103,103,319,597,580,396,226,78,78,1
23,65,70,209,403,390,268,153,52,54,1
50,149,142,451,847,819,557,320,108,110,1
56,167,156,502,962,930,629,363,120,124,1
46,138,137,421,598,581,395,227,102,75,1
19,53,59,173,337,335,227,129,46,48,1
45,130,127,402,733,713,482,278,102,98,1
47,135,132,419,778,756,511,294,108,104,1
20,55,61,180,361,355,242,138,48,50,1
33,91,94,288,548,533,362,208,76,74,1
42,122,117,378,836,815,549,317,92,112,1
45,132,131,409,838,808,552,316,106,116,1
23,64,70,210,380,369,255,144,54,52,1
44,128,127,398,738,711,486,279,102,100,1
57,169,159,510,1000,994,678,390,131,140,1
42,126,123,389,751,724,496,284,100,104,1
22,63,69,205,371,360,247,140,52,50,1
54,159,153,484,922,888,607,348,126,126,1
50,147,142,452,879,846,578,331,120,124,1
